Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
549,Gryffindor,Amparo,Peace,2000-03-02,Left,59600.0,474.8477842368417,-5.842865959425247,-4.748477842368417,3.658,-578.0649068687998,581.4277768878081,-4.942080421460327,948.567167078313,2.465061238166504,0.9981393840545956,-255.25662000000003,172.12
551,Slytherin,Harriett,Nakamura,1997-02-09,Right,72471.0,,-6.3473763308849005,3.2441243136105182,-7.098,-465.30617606934464,405.5690914651922,4.024167908048208,1053.484606618076,9.688620434971476,0.5471085842647225,-255.27942000000002,-83.62
552,Gryffindor,Leona,Joyner,1998-03-26,Left,55001.0,477.0026539839353,-4.133029905728471,-4.770026539839353,5.032,-688.3341345984284,604.1708124620393,-6.149528762869275,954.0400065357973,2.3679204054100804,1.7366893163352766,-253.17175,208.01
556,Gryffindor,Chester,Fry,2000-01-13,Left,62636.0,783.278013632583,-5.473951403398255,-7.83278013632583,2.576,,582.8450827628683,-5.534045302645887,922.5583604266368,1.7736580009514595,-0.32191964848666776,-259.18162,212.83
560,Slytherin,Thad,Bray,1996-12-09,Right,62888.0,-418.7744698810009,,4.187744698810008,-4.976,-429.47549812068365,410.1679906363379,3.991978697413785,1041.0060339473566,7.737765198882407,-0.6322258894551356,-251.33378,-64.61
563,Gryffindor,Maritza,Layton,1997-02-04,Right,48111.0,529.6343455403556,-4.492678059542741,-5.296343455403557,5.574,-455.97728611197607,617.0386582280739,-5.380612513076961,944.0798543449404,2.5929424488286674,-0.9125199904505364,-252.18191000000002,208.46
575,Gryffindor,Tina,Ng,1999-08-27,Left,48551.0,412.1285044359027,-4.052347780268112,-4.121285044359027,5.58,-608.1105631191266,627.9730237480028,-5.251880076803452,970.4600409694267,4.663228514910284,0.2972719303876222,-250.66859,199.25
578,Gryffindor,Gus,Wise,1997-05-27,Left,48804.0,619.4862924883987,-8.212034954750745,-6.194862924883987,1.913,-321.0057153618725,,-4.163207404632745,907.1902739929216,1.9665101765543929,-0.1453489543714815,-258.65235,187.51
579,Slytherin,Gwendolyn,Schofield,1997-05-27,Right,54017.0,-548.2528213986079,-7.814648798262405,5.48252821398608,-7.482,-455.1066209326985,367.13012383343056,7.109791844092193,1052.427989260096,11.226865585302756,-2.123925613116912,-253.03519,-125.59
580,Gryffindor,Casandra,Warfield,1999-07-28,Right,43027.0,349.9418350919776,-7.303554574444176,-3.4994183509197763,3.7030000000000003,-379.9538785431844,601.9920492911642,-3.1667730601083166,953.5084047012692,5.334958833803384,-0.3695189595453575,-252.67668999999998,158.12
581,Gryffindor,Korey,Baldridge,2000-10-06,Right,67704.0,400.7982702603816,-8.558150432016014,-4.007982702603816,0.052000000000000005,-778.6227159212051,583.0611377666755,-5.0287840664582495,922.9461091123468,3.3533252273551266,0.9877857483934532,-260.50346,186.05
583,Gryffindor,Lesley,Reich,1999-07-27,Right,69750.0,352.651177582941,-3.2482474525793834,-3.52651177582941,5.657,-682.1387196373005,617.2490492433557,-7.603293485089084,952.701533623114,-0.1802509900850464,-1.4410608288782365,-252.28141000000002,206.4
587,Slytherin,Fran,Butterfield,1999-01-03,Left,71954.0,-487.11026753325575,-5.149470770538636,4.8711026753325575,-3.4410000000000003,-573.2882642173628,386.0004662138371,3.5788051162511785,1059.3380209147142,6.471480679002937,1.8232416969012848,-250.91316,-103.66
588,Slytherin,Aileen,Martino,1999-10-24,Left,59344.0,-442.5858682590645,-4.8785026622188425,4.425858682590643,-4.819,-546.2731106364364,380.8759177831605,3.754628047659624,1063.413127432516,8.18547893435388,0.15563063919007586,-251.35112999999998,-84.35
591,Slytherin,Rufus,Sizemore,2000-03-25,Right,45136.0,-511.05571614425315,-3.794730537770993,5.110557161442532,-7.5520000000000005,,377.49122469543437,2.7061460956064147,1069.1739788788177,9.475613835511792,-0.7581263679972087,-251.73857999999998,-43.42
592,Slytherin,Adrian,Crowder,1999-03-16,Left,62319.0,-301.05569934037425,-3.4337869102238194,3.0105569934037426,-4.811,-540.6119594266105,435.88325424843316,0.6690948763885807,1068.5051088816488,8.493548804429048,-0.890634436205861,-252.0068,-18.96
597,Gryffindor,Alfredo,Langston,1997-06-25,Right,37987.0,217.269672003478,-6.07774411934846,-2.1726967200347795,4.09,-842.7085219918882,609.9417851061163,-6.015680593892325,946.682705738184,3.987179580087713,-0.6951845286400278,-252.35791,225.0
599,Slytherin,Tillie,Caldwell,1999-12-17,Right,46379.0,-623.4580672942151,-5.078696291538779,6.234580672942151,-1.167,-605.1976941071198,400.0257041040255,,1033.8620683243264,8.79432039995357,0.6351933169100143,-245.29176,-103.83
602,Slytherin,Oliver,French,1999-03-09,Left,62494.0,-615.8800165145694,-5.860764956966348,6.158800165145693,-4.602,-483.0273752704457,366.5317559557711,5.017433229820954,1052.075039599983,6.949189638892671,0.4205480691989509,-250.33132,-119.11
603,Gryffindor,Rebeca,Santoro,1998-09-04,Left,37028.0,443.07472468238524,-6.3086089548781175,-4.430747246823851,5.5520000000000005,-294.476522570919,542.5660380347808,-3.2839886282124437,961.206304957522,2.4296205094644963,-0.4398271875826134,-251.59822000000003,131.13
608,Slytherin,Rufus,Hanna,1998-05-21,Right,55282.0,-500.1574032506823,-6.396002139488733,5.0015740325068245,-5.362,-522.2637249948411,374.2283838638125,5.162758827770557,1064.0332899030402,9.635763472531387,0.08340010575345125,-251.52922999999998,-107.69
612,Slytherin,Dorcas,Espino,1999-04-14,Left,47617.0,-587.0672407627729,-5.15117094481354,5.870672407627732,-2.539,-530.9303384204162,407.53933232146215,6.168743780223196,1042.8245582338998,8.895814200572056,1.5496713971963578,-246.98493,-85.64
614,Gryffindor,Jackie,Craven,1998-10-20,Right,48957.0,660.8011784085858,-3.4731319034642403,-6.608011784085858,5.71,-398.78700528116883,645.6624216636833,-4.96029288781294,959.3624642819666,4.901641543183288,1.445010767747083,-251.63213,216.0
615,Gryffindor,Grady,Hunter,1997-04-16,Right,60649.0,604.7510420472353,-4.761269086369323,-6.047510420472351,4.824,-330.0797912424676,616.0443845200025,-4.945047182453402,942.2097639097552,2.254483153596519,-2.0642309297491703,-253.85093999999998,186.85
618,Gryffindor,Herschel,Roller,2001-04-25,Right,-4491.0,-467.1908689582695,3.3101424569658064,4.671908689582693,2.863,225.31999668322342,540.4167445606979,4.410849489047717,1059.9755369188915,10.765112431517768,,-232.28579,53.03
620,Slytherin,Keenan,Mccracken,1998-09-30,Right,65402.0,-341.0671809681466,-6.770930139336783,3.4106718096814665,-5.7570000000000014,-308.9725153460865,431.6946668749955,3.849105717425525,1046.9771641231248,9.615100983249752,1.14383500939201,-253.39242000000002,-73.16
621,Slytherin,Dianne,Morrison,1997-08-17,Right,38650.0,,-2.5979011311556706,6.872203073666188,-3.907,-767.5737987528156,345.45002794477654,6.490521126234078,1052.284160564243,8.095603529919046,0.1845896795218104,-246.31032000000002,-82.18
622,Gryffindor,Pricilla,Ngo,1999-06-13,Left,47927.0,585.1630452678718,-3.723668334016371,-5.851630452678715,5.731,-598.2364018584196,614.5387966597561,-5.8271227628500375,947.0646940671684,2.697399374350853,-0.034399553518699194,-252.51846,223.96
624,Gryffindor,Stephan,Pointer,2000-02-09,Right,8871.0,487.49596450345564,-5.197873501589196,-4.874959645034556,6.197,-542.0808406921958,596.5625286936499,-4.1243275522014775,962.0306385005873,6.295355095476606,-2.599141660808592,-249.30956,222.06
625,Gryffindor,Jacqueline,Kell,2000-01-09,Right,49928.0,610.0768211219482,-4.8204273199787036,-6.100768211219482,5.074,-291.3901287593462,632.6343549557041,-5.388552820774691,930.9084855901093,2.447027502155229,-0.2556518793290143,-253.15759,218.15
628,Gryffindor,Shelia,Fitzgerald,1998-08-15,Left,67436.0,454.1422530134394,-6.122203361558436,-4.541422530134394,4.059,-329.494789844241,582.5148797995021,-4.592051232099559,942.025575596582,0.8808582504815612,1.3155615535483316,-254.76673,145.71
630,Gryffindor,Wallace,Conklin,2000-10-20,Right,60918.0,400.32294979877196,-5.874430525443082,-4.0032294979877205,3.6189999999999998,-592.5340418847202,,-5.468082532701222,939.1084105835556,2.6871352117984406,-0.7868169163089145,-254.66852000000003,195.71
637,Slytherin,Jesus,Coons,2001-01-29,Right,38694.0,-577.0812468429323,-2.8702945173792496,5.770812468429322,-3.728,-685.7608414475505,381.7363956083975,,1082.2392407906466,8.529352894508603,,-247.51403,-44.88
641,Slytherin,Kenya,Cole,1998-09-22,Right,42421.0,-626.4249286133954,-5.458226015964353,6.264249286133954,-5.125,-541.9516975699547,377.86845147094056,5.845721699102322,1056.2765059853011,9.91535839191785,1.6166823442841154,-248.8895,-89.67
642,Slytherin,Kylie,Duval,1996-12-25,Left,24911.0,-556.7778640709257,-5.6288093088624525,5.567778640709257,-6.771,-571.6907843979664,386.0862370009991,4.607957880376283,1082.313193867432,13.35871982867391,0.25112208835541594,-249.80257000000003,-55.75
645,Slytherin,Carmella,Ennis,2000-05-01,Right,49428.0,-434.1532577188056,-5.446190500612492,4.341532577188056,-3.588,-560.415171181306,416.61970791071434,4.613739351852956,1061.0252030995698,10.39358789138034,1.2438116655213722,-249.52287,-69.05
649,Slytherin,Olin,Sewell,1998-01-17,Right,49594.0,-435.81309910426734,-4.125073593497643,4.358130991042674,-5.436,-600.829589536904,403.05219528287097,4.484836799474904,1056.3065328910088,10.169190296201775,1.1710086669387685,-250.5597,-51.72
650,Slytherin,Liz,Treadway,1997-12-18,Right,31416.0,-600.6628289089797,-4.228617664564094,6.0066282890897975,-5.06,-612.0283668804631,382.46162639904816,5.524150362404399,1061.816175335879,,-0.9715763749001982,-247.79735,-60.47
651,Slytherin,Lynwood,Labelle,2001-11-03,Right,42842.0,-536.5456380694878,-6.438031629241617,5.365456380694878,-6.269,-526.6593151792426,372.56100226812316,,1067.9309256260754,11.249734863875306,1.3933748555818155,-251.10348,-94.97
653,Slytherin,Benita,Mcclain,1998-07-14,Left,47009.0,-487.6472406430954,-3.9458467980752276,4.8764724064309535,-2.8569999999999998,-374.9901802820738,460.5686289828995,4.436194144266293,1027.93109640144,8.743239973386332,0.31185733944705313,-247.02865,-25.72
657,Gryffindor,Yesenia,Burchfield,1997-09-30,Left,45611.0,347.8291683172313,-6.580078768169696,-3.478291683172313,4.513999999999999,-634.7000530457957,549.628687921821,-4.8647785605493885,943.2112202474734,1.2678207620657451,0.9091033030549641,-253.85141000000002,166.56
658,Gryffindor,Kurtis,Mcnamara,2000-01-19,Left,64436.0,676.2098469825157,-4.985534386257685,-6.7620984698251565,4.4430000000000005,-304.08092064505763,636.7725729199635,-4.002241484219714,942.2067876592693,3.973112523359828,-0.9457900158815736,-254.40467,184.77
660,Slytherin,Richelle,Graf,1998-08-09,Left,23236.0,-741.8085100269913,-3.2532510909291474,7.418085100269913,-4.647,-544.466580864913,356.48174410259315,3.2761778872718628,1076.073799715202,8.434829103573433,-0.4666070916042761,-245.9952,-54.76
662,Slytherin,Eleanore,Hartley,1998-07-20,Right,19873.0,-627.331020621663,-5.954995668732468,6.27331020621663,-4.103,-526.5843186632976,385.75632072583846,6.746358330459517,1066.1141938488922,12.527760667514048,1.3597127809248633,-246.48559,-79.78
666,Slytherin,Pierre,Higdon,1998-01-12,Left,46490.0,-610.0493304427763,-2.7735255710188844,6.100493304427763,-3.9560000000000004,-580.780333869084,399.0583963784719,4.0074578599242185,1047.2733977926102,7.528542014779525,-1.5266077561794351,-247.29526,-45.79
670,Gryffindor,Vilma,Zhang,2000-06-27,Right,37931.0,535.1601892101503,-7.0815545700817575,-5.351601892101503,4.438,-130.31867889967864,563.0920991308752,-2.861766947127544,943.2612428637524,3.0506932882352022,-0.4660175989325756,-253.23259,143.98
671,Gryffindor,Keenan,Buckner,1997-07-01,Right,53787.0,723.7388468376141,-3.2732257343677027,-7.237388468376143,4.066,-832.3290437780313,641.5758991739306,-6.005476276179028,954.5156571418544,5.7125105655307635,-0.4312090356992633,-255.12801000000002,254.99
672,Slytherin,Kellie,Fritz,1998-10-06,Right,53395.0,-343.09779780150717,-5.1487392895245945,3.4309779780150715,-6.393,-353.619315283786,450.7896991195372,2.8694360852473,1049.6197726058592,10.710599833681655,0.2773780375284912,-252.33416,-23.7
677,Gryffindor,Cherie,Payne,1999-12-02,Right,39887.0,542.1615787269393,-5.519751078273735,-5.421615787269393,4.583,-618.9237072197554,579.5418493727008,-5.110191674555249,938.7835423272188,2.7592838555389463,-1.8147903955283708,-254.13692999999998,209.09
680,Slytherin,Henry,Wahl,1998-06-27,Left,56510.0,-484.6402735627207,-5.603982452717737,4.8464027356272075,-7.789,-514.4701471595192,366.7062468814712,3.977595223599608,1066.7627199486622,9.651713901477796,-1.0645013298337445,-253.58495,-85.86
685,Slytherin,Mina,Belanger,2000-01-25,Right,42907.0,-568.8396991849937,-1.010892414801944,5.688396991849937,-5.0089999999999995,-529.1362678401001,413.1300979030377,2.239366049280981,1043.3908375609074,6.931681478712022,-0.7704994257322363,-247.53932000000003,2.07
686,Slytherin,Garfield,Leal,2000-06-03,Left,59657.0,-437.7623369360339,-4.5865216042910095,4.37762336936034,-5.462999999999999,-591.3094255895135,387.80663676300077,2.4781641976648188,1074.6483689456718,8.643579870144432,0.8291659958588807,-251.99481,-68.87
693,Slytherin,Doug,Verdin,1997-11-15,Left,63060.0,-491.4586530221478,-5.731569138460287,4.914586530221478,-4.648,-486.4449330827575,400.11402619644167,3.916937684494127,1056.5166086416357,8.236120159422589,-0.09898775052366947,-251.1952,-88.79
695,Gryffindor,Lesley,Skinner,2000-03-18,Left,66836.0,342.1291390708165,-4.0140754878697456,-3.421291390708165,4.977,-760.4548185301977,615.7126106319962,-6.92472429200362,952.6968148284427,1.1949879286965983,0.4423223157807845,-252.99965,204.56
699,Gryffindor,Manual,Fredericks,2000-03-04,Right,38734.0,741.889373669547,-6.014812223894137,-7.41889373669547,4.301,-393.1405769466507,572.6225142858286,,942.0145755813762,,-0.6241536869557112,-255.05659,181.62
704,Gryffindor,Blaine,Bullard,2000-04-07,Left,47924.0,-341.94100797818965,4.230244978702424,3.4194100797818963,6.8839999999999995,306.32995195042093,618.4992813812937,3.292718816253895,1052.3449627738948,7.145534389268048,1.048844016639774,-231.82093999999998,24.21
707,Slytherin,Arleen,Oneill,1998-06-12,Right,45096.0,-518.5517654281848,-6.165713015161269,5.185517654281847,,-404.7080474676685,395.54862434596237,5.599384675338986,1050.928742853694,10.452801350598083,-1.5923049783747394,-250.46157999999997,-82.31
708,Gryffindor,Alina,Gilbertson,1998-06-21,Right,,447.6351232228682,-6.0313943891844595,-4.476351232228682,3.5989999999999998,-602.4901457749172,586.4151454504482,-4.192877729148022,957.1391802198863,3.6360067634118254,-0.72546634691577,-254.90392000000003,157.15
709,Gryffindor,Daisy,Starnes,1999-01-20,Left,37542.0,654.365219976528,-8.265147728529909,-6.5436521997652815,2.084,-649.4997110830889,552.9989979845674,-3.4685305333784893,915.5861734090159,4.072176821356194,-0.4779249532196927,-258.83154,199.35
712,Gryffindor,Young,Duke,1997-09-26,Left,25078.0,492.9518608527992,-4.6715286140582535,-4.929518608527991,6.931,-316.06620405202295,576.8473179992889,-4.891588037966408,,1.8529746736215496,-0.3596353845531158,-249.60717000000002,195.73
714,Slytherin,Alton,Ernst,2000-11-29,Right,63213.0,-450.3670469107474,-5.678248373687673,4.5036704691074725,-6.846,-530.3638445725453,378.32600633384567,4.542627326658198,1058.1281112426936,9.264959889412737,-0.8566192948238749,-253.3846,-91.76
715,Slytherin,Murray,Bagley,1998-11-10,Left,67601.0,-480.9750831276629,-8.713620342072183,4.809750831276629,-5.574,-548.6414892724879,356.28631716499603,6.4356430481868925,1070.9592239174983,10.262399729252136,-0.8126689184254102,-253.71752999999998,-162.55
719,Gryffindor,Nelly,Bender,2001-04-12,Left,64641.0,415.9631447109057,,-4.1596314471090565,3.0039999999999996,-645.3819026323595,600.1857588827858,-5.692090864243963,940.4851599484443,2.273688848696479,0.39574321580086863,-255.92952000000002,190.33
720,Gryffindor,John,Coombs,1998-06-12,Left,67762.0,460.9915652623603,-3.1064160703650563,-4.609915652623603,7.117999999999999,-355.00277071294227,619.6847188573032,-6.1924523849326025,950.7265725336606,-0.4925017493514852,0.6370680453861342,-250.56286,180.11
722,Slytherin,Mckinley,Padilla,1998-01-11,Left,45029.0,-562.4312286041292,-6.684970090068117,5.624312286041292,-4.466,-642.160817760164,378.016062520922,7.129460271060468,1063.2677515827038,11.590120735571967,0.7748587428231161,-249.47178,-113.88
724,Slytherin,Helga,Joiner,1997-09-10,Right,46152.0,-535.7739651873659,-7.003963331258223,5.357739651873659,-3.736,-491.8268528837007,399.46191429058524,8.077243933206734,1041.2308379291267,,0.6492821445241067,-248.7712,-111.48
726,Slytherin,Latanya,Pinkston,2000-03-17,Right,39477.0,-473.77407736939637,-3.017912819610725,4.737740773693964,-6.782,-553.0941712189407,393.78776391362817,-0.35768392668857363,1094.4606136146108,9.453044703554767,0.45004316129784416,-251.09978999999998,-10.72
728,Gryffindor,Ruby,Delagarza,1998-04-20,Right,54596.0,463.86957482012537,-4.8995879798608515,-4.638695748201254,5.095,-505.5084760294072,572.3820508914129,-5.7837253874215975,948.581467821906,0.5526559044896104,0.8240197252239629,-253.43645,178.03
732,Slytherin,Waldo,Osborn,2000-08-06,Left,57294.0,-388.89055281548735,-3.51474578888764,3.8889055281548734,-4.612,-343.54875627278597,458.3807161533793,2.5081184314026777,1033.873146060651,8.002627866092213,0.489321038766224,-250.05655,-11.45
734,Slytherin,Johnny,Iverson,1998-04-18,Right,29614.0,-643.8472830145204,-4.3250733323133215,6.438472830145204,-2.827,-467.35689339033433,403.9373332817112,5.6921540666633685,1047.2961534030344,9.414721584975696,-1.1467177257042986,-245.20487000000003,-60.16
735,Gryffindor,Carter,Costa,1999-07-16,Left,,,-4.352975180938912,-5.199247701526864,4.819,-664.9791729299908,621.4896362464333,-5.214949652144608,957.4883075083079,4.48036021213516,1.112509524642081,-252.91746,210.57
736,Gryffindor,Mercedes,Cullen,1997-07-18,Right,64225.0,462.3719187352362,-6.725379031510682,-4.6237191873523615,1.776,-833.532624379939,587.3230910348755,-6.704470566853571,915.7574878999344,1.1159067460846792,-0.21377190732092805,-259.1363,223.69
737,Slytherin,Luella,Pease,1997-09-23,Right,53234.0,-450.35912717888436,-5.508784167826028,4.503591271788844,-5.45,-204.08963829739795,452.4718613319812,3.5358705284488234,,9.04422350997115,1.3311149496298529,-250.59645,-37.47
739,Gryffindor,Flor,Vick,2000-09-20,Left,36050.0,311.2375585780409,-8.420350592954499,-3.1123755857804087,3.029,-430.9799480924413,540.008171318455,-3.6361946803067258,944.1167070189639,2.9521794719970584,0.5994341218923824,-254.49369,145.15
744,Gryffindor,Rosalba,Timmerman,1998-01-04,Right,49913.0,794.9029895050696,-2.2149850582953197,-7.949029895050696,6.268,-767.74633508802,598.3041089421015,-7.443277788718112,934.3434143915124,0.5004234501758704,1.3370309775044782,-254.44449,263.53
747,Slytherin,Alva,Morrow,1998-09-04,Left,38216.0,-633.1269416356172,-4.261208644277211,6.3312694163561725,-3.1919999999999997,-614.9508081735703,388.2611861039331,7.692518267279457,1036.4955409837594,9.613865324345248,0.4387467516506988,-246.08167000000003,-81.77
754,Gryffindor,Leanna,Mclain,1999-09-14,Left,53235.0,199.31091178563872,-5.640473071860651,-1.993109117856388,3.886,-913.9943801858462,604.6451055690114,-5.036502132639146,974.9859943616624,5.317340837417901,1.0776705836745797,-252.37095,179.62
755,Gryffindor,Kimberley,Sharpe,1996-12-06,Right,39991.0,270.74104185942025,-6.783144005684125,-2.7074104185942027,3.5180000000000002,-1043.9615274537164,567.3518380001963,-7.512111616461143,906.6273196915248,-0.16072592124098414,-1.7494600452235711,-256.09132,254.08
759,Gryffindor,Mellissa,Mcgrew,1999-02-22,Left,63263.0,513.3770447990878,-1.919077634291552,-5.133770447990878,4.677,-967.3473613555707,696.6504423003707,-7.758135771166036,969.6552246970758,6.09417401386066,-2.6455007142393847,-252.52002000000002,279.07
761,Slytherin,Angelica,Mcclary,2000-07-10,Right,50108.0,-587.6312452456295,-2.314444018379577,5.876312452456295,-4.8180000000000005,-635.2009959106465,387.90107735062867,3.9286536962604575,1047.3089687743177,7.336730367604543,-0.4298970418518221,-248.38789,-44.37
766,Gryffindor,Ricardo,Miles,1999-05-19,Left,50613.0,566.6254857216837,-6.408720403084358,-5.666254857216837,4.06,,594.3175692323056,-3.2560963068639075,945.3124018379308,4.5128470352898535,-1.0293741270107128,-254.55306000000002,168.92
767,Slytherin,Herb,Foote,1998-03-18,Left,62422.0,-422.5831087772421,-6.344534626746317,4.225831087772422,-4.0680000000000005,-421.1837234781568,418.4489578655587,7.2056527133437385,1025.5239854928957,9.407826514045412,-0.33451434812125896,-250.62117,-97.57
769,Slytherin,Orval,Street,1999-01-20,Left,49888.0,-471.2223234695085,-2.2305129167623456,4.7122232346950845,-4.405,-460.40765773231055,445.5349105816361,3.9748606443511454,1023.4946926167293,7.993615347081577,-0.8575030444821602,-248.13382000000001,-5.42
771,Gryffindor,Denny,Romano,1997-05-08,Left,73187.0,413.46484793288363,-5.738558508691787,-4.1346484793288365,2.67,-974.0428779964084,587.2068938284185,-5.804496869011617,947.1668687660817,2.5960405439030887,0.8490459116043949,-257.41447999999997,188.47
774,Gryffindor,Huey,Marquardt,2001-10-16,Left,69736.0,451.1980697441866,,-4.511980697441866,5.5,-716.7753447884247,609.5513296719063,-8.858992991610515,928.1297828856503,-2.422484663463976,0.5640558102781403,-254.15357999999998,240.01
775,Gryffindor,Trinidad,Bartholomew,1997-08-16,Left,34849.0,577.5835447433941,-5.654342770070947,-5.775835447433941,3.593,-416.13211051581567,642.6257254658249,-3.934012712563734,961.665298846749,8.04240662577152,-1.9564132317550007,-252.81646,214.76
776,Slytherin,Jean,Walton,1998-03-23,Right,47658.0,-557.1594702107225,-5.461713389341347,5.571594702107222,-5.5020000000000024,-661.4411829697711,354.38913671289566,6.7492704026867845,1060.1691567338562,10.255861034809852,1.1771821043627229,-250.28443,-108.71
778,Slytherin,Hilario,Hollenbeck,1997-11-05,Right,74346.0,-301.39263399353194,-6.293455994918633,3.01392633993532,-8.031,-287.9309165908955,425.3075702079862,1.6734964568505657,,8.885649986564829,0.7271258936516274,-256.34955,-58.1
780,Slytherin,Lowell,Champion,1998-12-24,Left,85206.0,-211.29767988382912,-8.311758022602984,2.112976798838292,-6.8420000000000005,-403.29545168487516,414.16464823363197,4.594671722910132,1052.4422984117211,10.132673097785084,-1.1337138808284744,-257.48762999999997,-113.93
783,Slytherin,Noble,Ulrich,1999-09-13,Left,29000.0,-682.4910725812964,-1.8254744098746327,6.824910725812964,-3.4419999999999997,-666.2854786467627,374.7823613572351,6.5842274653721145,1036.5847284569065,8.344473676528217,,-244.55356,-47.17
787,Slytherin,Carmella,Brice,2000-10-21,Left,38553.0,-487.41392736056616,-4.154068067861594,4.874139273605662,-4.584,-606.5736681668844,408.50782141573484,5.544340936435132,1053.69037311672,11.130247179053619,-0.8173413584060997,-248.47525,-49.14
789,Gryffindor,Carrol,Owen,1999-05-02,Right,25867.0,731.3167761199367,-3.6201896663561763,-7.313167761199367,7.107,-361.1324853008149,599.1779442769246,-4.392145160722226,955.2818284345593,4.058108791910644,-1.0058185329909288,-250.3505,215.63
792,Gryffindor,Aubrey,Box,1997-08-04,Right,51864.0,543.6100139481662,-2.3727042806319467,-5.4361001394816615,6.157,-626.9409062233999,638.488164908729,-5.537724924560052,988.3360732892372,5.523389754741786,1.5761663097220089,-250.15192000000002,205.98
795,Gryffindor,Rosario,Tanaka,1997-10-03,Right,57174.0,420.8301627989681,-5.717986477398764,-4.208301627989681,3.803,-577.5752678015917,585.5383678850527,-6.366264760951611,933.410720256286,0.5691338231767853,-0.09360388702465387,-255.18769,199.31
796,Gryffindor,Benton,Pina,2001-02-08,Right,57163.0,644.9989004295769,-4.7279141228671495,-6.449989004295769,5.266,-274.8139012008665,593.0265891129568,,945.0715612623981,1.7319233933842764,1.0990167416651322,-253.60865,171.29
800,Slytherin,Candice,Buford,1999-05-20,Right,31479.0,-520.2551665546392,-6.972697454558348,5.202551665546394,-4.87,-625.3610315644361,375.4921131358387,6.797114951737522,1077.8751990304193,13.413173841656349,0.13736096727678973,-249.40653999999998,-102.14
805,Gryffindor,Dorsey,Carter,1999-05-07,Left,55000.0,484.42309187963684,-3.563434204382558,-4.844230918796368,6.638999999999999,-572.3006670400043,587.7776082048166,-6.212233768566213,949.4587775503217,0.029677407933202282,-0.27539551837925924,-251.6871,194.33
806,Slytherin,Dorothy,Brownlee,2000-11-10,Right,89262.0,-226.15426140864483,-8.448978276399894,2.2615426140864483,-7.963999999999999,-369.55572537364264,413.8993802524207,5.684148226570968,,10.231331731313588,0.8812782158768891,-258.33848,-118.52
808,Gryffindor,Herman,Nall,1999-01-26,Left,57610.0,283.7509177245072,-4.370968872274487,-2.8375091772450713,5.537000000000001,-611.2357930628903,602.9251435102741,-6.153689557946823,963.467005756491,1.619537308612077,0.5095244244241307,-251.14462000000003,180.77
810,Slytherin,Evangelina,Cope,2001-01-10,Right,30699.0,-634.0851700139335,-2.04316507407336,6.340851700139336,-6.64,-650.5719039016043,361.92760246948234,3.0770667418290536,1070.4035326248002,9.097518487078126,-0.655873629423761,-248.46037,-28.53
812,Slytherin,Chanda,Hahn,1997-08-16,Right,33803.0,-677.2240840280474,-4.2768529609318735,6.772240840280475,-3.6060000000000003,-696.0067211836313,352.9029126985723,5.9078777191951914,1068.518143111308,9.405839590992349,-0.9122931469588001,-246.56322000000003,-92.96
814,Slytherin,Rae,Farmer,2001-11-02,Left,54773.0,-375.0274439417644,-4.960818912171951,3.7502744394176437,,-456.9850889547399,436.0511445096355,4.265954365676157,1045.434247170631,9.991413618435633,0.027481310999532525,-250.73117000000002,-46.97
816,Slytherin,Darrel,Matney,2000-06-10,Left,38924.0,-727.3040012501822,-4.840330810370071,7.27304001250182,-4.2989999999999995,-646.0332001717524,345.53744608115716,5.968526654538867,,8.813384172467748,0.8172655391263257,-247.33566000000002,-107.34
820,Gryffindor,Sidney,Alcorn,1997-12-03,Left,-2464.0,940.3980794108536,2.9243477728612635,-9.403980794108538,6.9579999999999975,-262.1416646329904,435.1913954894261,9.913827716824226,1018.8519232871007,11.827777626138005,0.3717177461907649,-242.52014,39.62
822,Slytherin,Candi,Sykes,1998-10-24,Left,39617.0,-455.40856716848253,-4.949604972832224,4.554085671684826,-4.825,-472.0535655167743,419.3398897564531,4.706164147245868,1054.6816807531673,11.016432552077507,-0.16574088235645665,-249.27836000000002,-47.18
824,Slytherin,Fletcher,Byrnes,2000-03-10,Left,46521.0,540.6092461908936,5.384336745968655,-5.406092461908936,7.3610000000000015,-605.5167364924225,433.1138233944323,4.111260984349848,1050.7003230052726,5.112833371229728,-1.227221692122078,-242.49289,21.15
829,Slytherin,Renato,Peel,2001-08-14,Right,73077.0,-397.44969640942145,,3.974496964094216,-5.867000000000001,-315.6439402611497,406.5832376866552,4.85944401664274,1030.6508809781978,7.461730663178782,1.3259458993405482,-253.27786,-91.41
830,Gryffindor,Stephanie,Withrow,1998-09-29,Right,47557.0,604.2752742784119,-6.074543889143336,-6.042752742784119,4.2860000000000005,-518.5371976822619,560.6889753231427,-5.038070778733442,923.3296592325404,0.7771206629716252,-0.11551345567953356,-255.92168999999998,194.8
835,Gryffindor,Arron,Maldonado,1999-02-10,Left,66711.0,459.66569587242407,-5.391593102139415,-4.5966569587242425,3.572,-599.5028392589569,598.092717699784,-6.5317738908950425,933.2754582687593,0.5737774551145582,0.1811405179627862,-255.96326000000002,200.33
